code_creation_date,integration_release_date,code_id,channel,spend,signed_up_users,signed_up_users_1_month,signed_up_users_3_month,cac,cac_1_month,cac_3_month,paying_users,profit_actual_by_paid,ROAS,ROAS_6
"31 May, 2022","24 June, 2022",774,telegram_bloggers,"70,000",6,6,6,"11,667",0,0,5,"3,982",6%,0.00%
"31 May, 2022","25 June, 2022",775,youtube_bloggers,"100,000",28,28,28,"3,571",0,0,20,"10,554",11%,0.00%
"31 May, 2022","25 June, 2022",776,youtube_bloggers,"15,900",1,1,1,"15,900",0,0,1,210,1%,0.00%
"31 May, 2022","26 June, 2022",777,twitch_bloggers,"100,000",1,1,1,"100,000",0,0,0,0,0%,0.00%
"31 May, 2022","26 June, 2022",778,youtube_bloggers,"133,200",3,3,3,"44,400",0,0,1,210,0%,0.00%
"31 May, 2022","29 June, 2022",779,telegram_bloggers,"15,958",2,2,2,"7,979",0,0,2,420,3%,0.00%
"31 May, 2022","29 June, 2022",780,instagram_bloggers,"37,100",4,4,4,"9,275",0,0,3,"1,257",3%,0.00%
"31 May, 2022","29 June, 2022",781,instagram_bloggers,"70,000",5,5,5,"14,000",0,0,2,838,1%,0.00%
"31 May, 2022","30 June, 2022",782,telegram_bloggers,"13,000",3,3,3,"4,333",0,0,2,838,6%,0.00%
"31 May, 2022","30 June, 2022",783,youtube_bloggers,"390,000",3,3,3,"130,000",0,0,2,629,0%,0.00%
"31 May, 2022","30 June, 2022",784,instagram_bloggers,"2,500",1,1,1,"2,500",0,0,0,0,0%,0.00%
"1 June, 2022","1 June, 2022",785,youtube_bloggers,"650,000",61,61,61,"10,656","10,655.74",0,53,"87,993",14%,0.00%
"2 June, 2022","10 June, 2022",786,youtube_bloggers,"22,500",3,3,3,"7,500",0,0,3,"3,351",15%,0.00%
"2 June, 2022","15 June, 2022",787,instagram_bloggers,"15,600",2,2,2,"7,800",0,0,2,"2,246",14%,0.00%
"3 June, 2022","20 June, 2022",788,instagram_bloggers,"116,686",16,16,16,"7,293",0,0,13,"4,856",4%,0.00%
"3 June, 2022","23 June, 2022",789,instagram_bloggers,"53,500",16,16,16,"3,344",0,0,13,"7,124",13%,0.00%
"3 June, 2022","27 June, 2022",790,youtube_bloggers,"107,000",7,7,7,"15,286",0,0,4,"1,467",1%,0.00%
"6 June, 2022","13 June, 2022",791,telegram_bloggers,"28,620",3,3,3,"9,540",0,0,3,"6,970",24%,0.00%
"6 June, 2022","15 June, 2022",792,telegram_bloggers,"66,000",5,5,5,"13,200",0,0,3,"2,589",4%,0.00%
"6 June, 2022","16 June, 2022",793,instagram_bloggers,"244,681",31,31,31,"7,893",0,0,31,"34,681",14%,0.00%
"6 June, 2022","17 June, 2022",794,youtube_bloggers,"116,875",3,3,3,"38,958",0,0,3,"3,636",3%,0.00%
"6 June, 2022","17 June, 2022",795,telegram_bloggers,"150,000",2,2,2,"75,000",0,0,2,914,1%,0.00%
"6 June, 2022","22 June, 2022",796,instagram_bloggers,"19,080",2,2,2,"9,540",0,0,2,"1,978",10%,0.00%
"8 June, 2022","10 June, 2022",797,youtube_bloggers,"744,680",69,69,69,"10,792",0,0,60,"68,223",9%,0.00%
"8 June, 2022","22 June, 2022",798,youtube_bloggers,"67,000",3,3,3,"22,333",0,0,2,838,1%,0.00%
"8 June, 2022","27 June, 2022",799,instagram_bloggers,"167,000",1,1,1,"167,000",0,0,1,419,0%,0.00%
"8 June, 2022","29 June, 2022",800,instagram_bloggers,"10,000",2,2,2,"5,000",0,0,2,914,9%,0.00%
"10 June, 2022","24 June, 2022",801,instagram_bloggers,"40,922",2,2,2,"20,461",0,0,1,"1,182",3%,0.00%
"14 June, 2022","14 June, 2022",802,youtube_bloggers,"659,100",49,49,49,"13,451",0,0,43,"53,630",8%,0.00%
"14 June, 2022","15 June, 2022",803,youtube_bloggers,"100,000",36,36,36,"2,778",0,0,26,"31,116",31%,0.00%
"14 June, 2022","24 June, 2022",804,instagram_bloggers,"47,700",3,3,3,"15,900",0,0,3,"2,590",5%,0.00%
"14 June, 2022","27 June, 2022",805,instagram_bloggers,"21,200",5,5,5,"4,240",0,0,5,"1,677",8%,0.00%
"14 June, 2022","29 June, 2022",806,youtube_bloggers,"136,800",1,1,1,"136,800",0,0,1,210,0%,0.00%
"15 June, 2022","24 June, 2022",807,instagram_bloggers,"10,600",1,1,1,"10,600",0,0,1,419,4%,0.00%
"15 June, 2022","24 June, 2022",808,instagram_bloggers,"80,000",5,5,5,"16,000",0,0,5,"2,858",4%,0.00%
"16 June, 2022","30 June, 2022",809,youtube_bloggers,"82,800",7,7,7,"11,829",0,0,5,"2,022",2%,0.00%
"16 June, 2022","1 July, 2022",810,youtube_bloggers,"63,000",10,10,10,"6,300",0,0,4,840,1%,0.00%
"16 June, 2022","1 July, 2022",811,youtube_bloggers,"75,000",4,4,4,"18,750",0,0,3,"1,393",2%,0.00%
"16 June, 2022","3 July, 2022",812,youtube_bloggers,"202,800",6,6,6,"33,800",0,0,3,915,0%,0.00%
