code_creation_date,integration_release_date,code_id,channel,spend,signed_up_users,signed_up_users_1_month,signed_up_users_3_month,cac,cac_1_month,cac_3_month,paying_users,profit_actual_by_paid,ROAS,ROAS_6
"29 March, 2022","1 April, 2022",562,telegram_bloggers,"42,400",12,12,12,"3,533","3,533.33","3,533.33",9,"46,925",111%,0.00%
"30 March, 2022","3 April, 2022",563,instagram_bloggers,"112,500",29,19,29,"3,879","5,921.05","3,879.31",25,"59,620",53%,0.00%
"30 March, 2022","4 April, 2022",564,instagram_bloggers,"150,000",21,19,21,"7,143","7,894.74","7,142.86",21,"82,657",55%,0.00%
"30 March, 2022","4 April, 2022",565,telegram_bloggers,"70,000",25,19,25,"2,800","3,684.21","2,800",23,"78,197",112%,0.00%
"30 March, 2022","5 April, 2022",566,instagram_bloggers,"13,250",4,4,4,"3,313","3,312.5","3,312.5",2,"4,742",36%,0.00%
"30 March, 2022","6 April, 2022",567,instagram_bloggers,"25,000",11,8,11,"2,273","3,125",0,11,"36,994",148%,0.00%
"30 March, 2022","7 April, 2022",568,youtube_bloggers,"63,000",46,38,46,"1,370","1,657.89",0,44,"119,109",189%,0.00%
"30 March, 2022","7 April, 2022",569,instagram_bloggers,"15,000",7,7,7,"2,143","2,142.86",0,6,"24,039",160%,0.00%
"30 March, 2022","7 April, 2022",570,youtube_bloggers,"160,000",54,36,54,"2,963","4,444.44",0,50,"200,793",125%,0.00%
"30 March, 2022","10 April, 2022",571,youtube_bloggers,"225,000",20,18,20,"11,250","12,500",0,18,"67,241",30%,0.00%
"30 March, 2022","10 April, 2022",572,youtube_bloggers,"60,000",18,16,18,"3,333","3,750",0,17,"61,934",103%,0.00%
"30 March, 2022","14 April, 2022",573,instagram_bloggers,"60,000",14,14,14,"4,286","4,285.71",0,11,"43,229",72%,0.00%
"30 March, 2022","20 April, 2022",574,instagram_bloggers,"19,000",4,4,4,"4,750","4,750",0,4,"7,960",42%,0.00%
"30 March, 2022","21 April, 2022",575,youtube_bloggers,"56,000",21,21,21,"2,667","2,666.67",0,21,"75,089",134%,0.00%
"30 March, 2022","22 April, 2022",576,instagram_bloggers,"13,780",3,2,3,"4,593","6,890",0,2,"3,696",27%,0.00%
"30 March, 2022","22 April, 2022",577,instagram_bloggers,"70,000",21,19,21,"3,333","3,684.21",0,20,"56,768",81%,0.00%
"30 March, 2022","25 April, 2022",578,twitch_bloggers,"105,319",1,1,1,"105,319","105,319",0,1,"4,231",4%,0.00%
"30 March, 2022","28 April, 2022",579,youtube_bloggers,"93,000",117,111,117,795,837.84,0,105,"255,491",275%,0.00%
"30 March, 2022","30 April, 2022",580,instagram_bloggers,"35,000",24,20,24,"1,458","1,750",0,21,"52,940",151%,0.00%
"30 March, 2022","30 April, 2022",581,youtube_bloggers,"550,000",42,34,42,"13,095","16,176.47",0,37,"99,214",18%,0.00%
"31 March, 2022","31 March, 2022",582,vk_bloggers,"10,000",4,4,4,"2,500","2,500","2,500",4,"14,643",146%,0.00%
"31 March, 2022","31 March, 2022",583,instagram_bloggers,"121,000",48,35,48,"2,521","3,457.14","2,520.83",44,"98,298",81%,0.00%
"31 March, 2022","1 April, 2022",584,telegram_bloggers,"5,300",1,1,1,"5,300","5,300","5,300",1,419,8%,0.00%
"31 March, 2022","1 April, 2022",585,vk_bloggers,"100,000",1,1,1,"100,000","100,000","100,000",1,"6,898",7%,0.00%
"31 March, 2022","3 April, 2022",586,youtube_bloggers,"202,800",151,144,151,"1,343","1,408.33","1,343.05",141,"507,194",250%,0.00%
"31 March, 2022","4 April, 2022",587,telegram_bloggers,"112,360",33,31,33,"3,405","3,624.52","3,404.85",30,"121,189",108%,0.00%
"31 March, 2022","4 April, 2022",588,youtube_bloggers,"40,000",4,3,4,"10,000","13,333.33","10,000",4,"20,254",51%,0.00%
"31 March, 2022","5 April, 2022",589,youtube_bloggers,"18,000",4,4,4,"4,500","4,500","4,500",4,"11,774",65%,0.00%
"31 March, 2022","5 April, 2022",590,telegram_bloggers,"9,540",13,12,13,734,795,733.85,12,"49,901",523%,0.00%
"31 March, 2022","7 April, 2022",591,telegram_bloggers,"50,700",5,5,5,"10,140","10,140",0,5,"18,577",37%,0.00%
"31 March, 2022","8 April, 2022",592,youtube_bloggers,"40,000",22,22,22,"1,818","1,818.18",0,21,"68,722",172%,0.00%
"31 March, 2022","11 April, 2022",593,youtube_bloggers,"20,000",2,2,2,"10,000","10,000",0,2,"1,408",7%,0.00%
"31 March, 2022","11 April, 2022",594,telegram_bloggers,"13,000",10,7,10,"1,300","1,857.14",0,9,"30,153",232%,0.00%
"31 March, 2022","11 April, 2022",595,youtube_bloggers,"130,000",23,14,23,"5,652","9,285.71",0,23,"61,681",47%,0.00%
"31 March, 2022","12 April, 2022",596,telegram_bloggers,"20,000",8,5,8,"2,500","4,000",0,8,"16,576",83%,0.00%
"31 March, 2022","13 April, 2022",597,telegram_bloggers,"35,000",5,5,5,"7,000","7,000",0,4,"15,678",45%,0.00%
"31 March, 2022","13 April, 2022",598,youtube_bloggers,"26,000",3,3,3,"8,667","8,666.67",0,3,"6,592",25%,0.00%
"31 March, 2022","16 April, 2022",599,youtube_bloggers,"100,000",55,55,55,"1,818","1,818.18",0,47,"137,400",137%,0.00%
"31 March, 2022","18 April, 2022",600,instagram_bloggers,"61,100",21,21,21,"2,910","2,909.52",0,20,"52,472",86%,0.00%
"31 March, 2022","20 April, 2022",601,telegram_bloggers,"10,000",2,1,2,"5,000","10,000",0,2,"6,174",62%,0.00%
"31 March, 2022","20 April, 2022",602,telegram_bloggers,"15,000",4,3,4,"3,750","5,000",0,3,"10,974",73%,0.00%
"31 March, 2022","22 April, 2022",603,youtube_bloggers,"48,000",33,33,33,"1,455","1,454.55",0,28,"75,880",158%,0.00%
"31 March, 2022","26 April, 2022",604,youtube_bloggers,"149,200",59,59,59,"2,529","2,528.81",0,56,"153,188",103%,0.00%
"31 March, 2022","26 April, 2022",605,telegram_bloggers,"264,000",25,22,25,"10,560","12,000",0,23,"50,105",19%,0.00%
"31 March, 2022","28 April, 2022",606,telegram_bloggers,"42,000",4,4,4,"10,500","10,500",0,4,"14,225",34%,0.00%
"31 March, 2022","29 April, 2022",607,telegram_bloggers,"10,000",3,3,3,"3,333","3,333.33",0,3,"13,162",132%,0.00%
"31 March, 2022","29 April, 2022",608,telegram_bloggers,"14,840",3,3,3,"4,947","4,946.67",0,3,"5,068",34%,0.00%
"31 March, 2022","29 April, 2022",609,telegram_bloggers,"82,978",4,3,4,"20,745","27,659.33",0,4,"6,911",8%,0.00%
"5 April, 2022","13 April, 2022",610,youtube_bloggers,"374,500",28,23,28,"13,375","16,282.61",0,28,"70,978",19%,0.00%
"5 April, 2022","16 April, 2022",611,youtube_bloggers,"60,000",5,4,5,"12,000","15,000",0,4,"7,027",12%,0.00%
"6 April, 2022","7 April, 2022",612,youtube_bloggers,"60,000",30,24,30,"2,000","2,500",0,28,"91,026",152%,0.00%
"6 April, 2022","23 April, 2022",613,youtube_bloggers,"41,000",1,1,1,"41,000","41,000",0,1,989,2%,0.00%
"8 April, 2022","12 April, 2022",614,instagram_bloggers,"20,000",1,1,1,"20,000","20,000",0,1,"4,991",25%,0.00%
"8 April, 2022","15 April, 2022",615,youtube_bloggers,"900,000",82,76,82,"10,976","11,842.11",0,74,"262,715",29%,0.00%
"8 April, 2022","26 April, 2022",616,youtube_bloggers,"250,000",98,92,98,"2,551","2,717.39",0,91,"216,746",87%,0.00%
"8 April, 2022","29 April, 2022",617,youtube_bloggers,"19,000",9,9,9,"2,111","2,111.11",0,9,"18,435",97%,0.00%
"11 April, 2022","12 April, 2022",618,telegram_bloggers,"17,204",7,7,7,"2,458","2,457.71",0,7,"16,834",98%,0.00%
"11 April, 2022","15 April, 2022",619,instagram_bloggers,"15,000",7,6,7,"2,143","2,500",0,7,"21,511",143%,0.00%
"11 April, 2022","21 April, 2022",620,youtube_bloggers,"40,000",3,3,3,"13,333","13,333.33",0,2,"7,029",18%,0.00%
"13 April, 2022","19 April, 2022",621,youtube_bloggers,"55,000",1,1,1,"55,000","55,000",0,1,989,2%,0.00%
"13 April, 2022","29 April, 2022",622,instagram_bloggers,"25,000",1,1,1,"25,000","25,000",0,1,419,2%,0.00%
"13 April, 2022","30 April, 2022",623,youtube_bloggers,"54,348",3,3,3,"18,116","18,116",0,3,"6,016",11%,0.00%
"14 April, 2022","19 April, 2022",624,instagram_bloggers,"21,200",1,1,1,"21,200","21,200",0,1,"5,756",27%,0.00%
"15 April, 2022","21 April, 2022",625,youtube_bloggers,"53,500",24,23,24,"2,229","2,326.09",0,24,"56,716",106%,0.00%
"15 April, 2022","27 April, 2022",626,telegram_bloggers,"26,750",5,4,5,"5,350","6,687.5",0,4,"4,725",18%,0.00%
"18 April, 2022","20 April, 2022",627,instagram_bloggers,"12,000",3,3,3,"4,000","4,000",0,3,"6,250",52%,0.00%
"20 April, 2022","22 April, 2022",628,telegram_bloggers,"25,000",2,2,2,"12,500","12,500",0,2,"8,646",35%,0.00%
"20 April, 2022","25 April, 2022",629,instagram_bloggers,"20,800",2,1,2,"10,400","20,800",0,2,"10,457",50%,0.00%
"20 April, 2022","26 April, 2022",630,telegram_bloggers,"6,240",1,1,1,"6,240","6,240",0,1,419,7%,0.00%
"20 April, 2022","29 April, 2022",631,instagram_bloggers,"25,000",1,1,1,"25,000","25,000",0,1,"5,754",23%,0.00%
"21 April, 2022","26 April, 2022",632,telegram_bloggers,"20,000",2,2,2,"10,000","10,000",0,2,"6,837",34%,0.00%
"22 April, 2022","28 April, 2022",633,youtube_bloggers,"34,043",6,6,6,"5,674","5,673.83",0,6,"14,612",43%,0.00%
"23 April, 2022","23 April, 2022",634,telegram_bloggers,"16,000",1,1,1,"16,000","16,000",0,1,"6,132",38%,0.00%
"25 April, 2022","29 April, 2022",635,telegram_bloggers,"10,600",6,6,6,"1,767","1,766.67",0,6,"19,073",180%,0.00%
"25 April, 2022","29 April, 2022",636,instagram_bloggers,"8,480",2,2,2,"4,240","4,240",0,2,"11,125",131%,0.00%
"26 April, 2022","27 April, 2022",637,instagram_bloggers,"5,300",3,3,3,"1,767","1,766.67",0,2,"5,410",102%,0.00%
"27 April, 2022","28 April, 2022",638,vk_bloggers,"8,978",2,2,2,"4,489","4,489",0,2,"6,936",77%,0.00%
"28 April, 2022","29 April, 2022",639,instagram_bloggers,"12,000",2,2,2,"6,000","6,000",0,2,"1,408",12%,0.00%
"30 April, 2022","2 May, 2022",640,youtube_bloggers,"18,000",7,7,7,"2,571","2,571.43",0,5,"9,994",56%,0.00%
"30 April, 2022","5 May, 2022",641,telegram_bloggers,"15,000",9,9,9,"1,667","1,666.67",0,9,"28,525",190%,0.00%
"30 April, 2022","5 May, 2022",642,instagram_bloggers,"10,000",6,5,6,"1,667","2,000",0,6,"13,846",138%,0.00%
"30 April, 2022","5 May, 2022",643,instagram_bloggers,"14,875",2,2,2,"7,438","7,437.5",0,1,"6,702",45%,0.00%
"30 April, 2022","5 May, 2022",644,telegram_bloggers,"8,000",2,1,2,"4,000","8,000",0,1,"1,943",24%,0.00%
"30 April, 2022","6 May, 2022",645,instagram_bloggers,"42,400",3,3,3,"14,133","14,133.33",0,2,"9,216",22%,0.00%
"30 April, 2022","6 May, 2022",646,youtube_bloggers,"14,875",4,4,4,"3,719","3,718.75",0,3,"4,305",29%,0.00%
"30 April, 2022","8 May, 2022",647,instagram_bloggers,"35,000",9,8,9,"3,889","4,375",0,9,"23,572",67%,0.00%
"30 April, 2022","10 May, 2022",648,telegram_bloggers,"15,000",1,1,1,"15,000","15,000",0,1,"3,467",23%,0.00%
"30 April, 2022","11 May, 2022",649,instagram_bloggers,"20,000",4,4,4,"5,000","5,000",0,4,"12,816",64%,0.00%
"30 April, 2022","11 May, 2022",650,telegram_bloggers,"42,400",13,12,13,"3,262","3,533.33",0,10,"20,474",48%,0.00%
"30 April, 2022","12 May, 2022",651,youtube_bloggers,"63,600",43,39,43,"1,479","1,630.77",0,40,"81,134",128%,0.00%
"30 April, 2022","12 May, 2022",652,twitter_bloggers,"6,383",1,1,1,"6,383","6,383",0,1,419,7%,0.00%
"30 April, 2022","12 May, 2022",653,instagram_bloggers,"5,000",3,3,3,"1,667","1,666.67",0,3,"3,445",69%,0.00%
"30 April, 2022","13 May, 2022",654,youtube_bloggers,"40,000",15,15,15,"2,667","2,666.67",0,14,"14,906",37%,0.00%
"30 April, 2022","13 May, 2022",655,telegram_bloggers,"9,540",2,2,2,"4,770","4,770",0,2,"9,214",97%,0.00%
"30 April, 2022","13 May, 2022",656,youtube_bloggers,"60,000",18,15,18,"3,333","4,000",0,17,"29,365",49%,0.00%
"30 April, 2022","13 May, 2022",657,instagram_bloggers,"20,000",2,2,2,"10,000","10,000",0,2,"6,265",31%,0.00%
"30 April, 2022","14 May, 2022",658,youtube_bloggers,"31,800",1,0,1,"31,800",0,0,1,495,2%,0.00%
"30 April, 2022","14 May, 2022",659,youtube_bloggers,"15,600",7,7,7,"2,229","2,228.57",0,7,"14,742",95%,0.00%
"30 April, 2022","15 May, 2022",660,youtube_bloggers,"100,000",64,64,64,"1,563","1,562.5",0,60,"114,823",115%,0.00%
"30 April, 2022","15 May, 2022",661,youtube_bloggers,"39,600",3,3,3,"13,200","13,200",0,2,"5,314",13%,0.00%
"30 April, 2022","15 May, 2022",662,instagram_bloggers,"31,800",6,4,6,"5,300","7,950",0,5,"7,523",24%,0.00%
"30 April, 2022","16 May, 2022",663,instagram_bloggers,"60,000",2,2,2,"30,000","30,000",0,2,"7,696",13%,0.00%
"30 April, 2022","16 May, 2022",664,youtube_bloggers,"60,000",35,35,35,"1,714","1,714.29",0,31,"71,659",119%,0.00%
"30 April, 2022","16 May, 2022",665,youtube_bloggers,"261,600",34,33,34,"7,694","7,927.27",0,30,"67,530",26%,0.00%
"30 April, 2022","16 May, 2022",666,youtube_bloggers,"192,500",56,52,56,"3,438","3,701.92",0,49,"86,512",45%,0.00%
"30 April, 2022","16 May, 2022",667,twitter_bloggers,"15,960",1,1,1,"15,960","15,960",0,1,989,6%,0.00%
"30 April, 2022","16 May, 2022",668,instagram_bloggers,"19,000",6,6,6,"3,167","3,166.67",0,5,"9,273",49%,0.00%
"30 April, 2022","17 May, 2022",669,telegram_bloggers,"10,000",2,2,2,"5,000","5,000",0,2,"7,697",77%,0.00%
"30 April, 2022","17 May, 2022",670,youtube_bloggers,"744,680",71,71,71,"10,488","10,488.45",0,71,"211,246",28%,0.00%
"30 April, 2022","17 May, 2022",671,instagram_bloggers,"26,750",2,2,2,"13,375","13,375",0,2,"6,172",23%,0.00%
"30 April, 2022","18 May, 2022",672,instagram_bloggers,"61,100",15,15,15,"4,073","4,073.33",0,14,"36,341",59%,0.00%
"30 April, 2022","18 May, 2022",673,youtube_bloggers,"660,000",102,88,102,"6,471","7,500",0,95,"146,201",22%,0.00%
"30 April, 2022","18 May, 2022",674,telegram_bloggers,"70,000",22,19,22,"3,182","3,684.21",0,20,"42,847",61%,0.00%
"30 April, 2022","18 May, 2022",675,telegram_bloggers,"26,500",8,7,8,"3,313","3,785.71",0,6,"10,897",41%,0.00%
"30 April, 2022","19 May, 2022",676,youtube_bloggers,"56,000",16,16,16,"3,500","3,500",0,15,"15,999",29%,0.00%
"30 April, 2022","19 May, 2022",677,instagram_bloggers,"116,686",34,34,34,"3,432","3,431.94",0,31,"63,259",54%,0.00%
"30 April, 2022","19 May, 2022",678,youtube_bloggers,"44,350",16,16,16,"2,772","2,771.88",0,12,"17,884",40%,0.00%
"30 April, 2022","19 May, 2022",679,telegram_bloggers,"173,750",57,50,57,"3,048","3,475",0,55,"105,029",60%,0.00%
"30 April, 2022","20 May, 2022",680,youtube_bloggers,"82,800",5,5,5,"16,560","16,560",0,5,"10,508",13%,0.00%
"30 April, 2022","20 May, 2022",681,instagram_bloggers,"15,650",4,4,4,"3,913","3,912.5",0,4,"7,010",45%,0.00%
"30 April, 2022","20 May, 2022",682,youtube_bloggers,"48,000",35,34,35,"1,371","1,411.76",0,34,"51,503",107%,0.00%
"30 April, 2022","21 May, 2022",683,instagram_bloggers,"7,910",1,1,1,"7,910","7,910",0,1,"3,467",44%,0.00%
"30 April, 2022","21 May, 2022",684,youtube_bloggers,"65,242",2,2,2,"32,621","32,621",0,2,"4,649",7%,0.00%
"30 April, 2022","22 May, 2022",685,youtube_bloggers,"180,000",5,5,5,"36,000","36,000",0,4,"14,055",8%,0.00%
"30 April, 2022","23 May, 2022",686,youtube_bloggers,"149,200",55,55,55,"2,713","2,712.73",0,48,"80,361",54%,0.00%
"30 April, 2022","23 May, 2022",687,instagram_bloggers,"70,000",18,18,18,"3,889","3,888.89",0,16,"27,257",39%,0.00%
"30 April, 2022","24 May, 2022",688,instagram_bloggers,"6,500",2,2,2,"3,250","3,250",0,2,"2,932",45%,0.00%
"30 April, 2022","24 May, 2022",689,youtube_bloggers,"63,000",38,37,38,"1,658","1,702.7",0,36,"56,465",90%,0.00%
"30 April, 2022","24 May, 2022",690,youtube_bloggers,"109,000",70,70,70,"1,557","1,557.14",0,62,"115,394",106%,0.00%
"30 April, 2022","24 May, 2022",691,twitter_bloggers,"6,360",3,3,3,"2,120","2,120",0,3,"5,922",93%,0.00%
"30 April, 2022","24 May, 2022",692,youtube_bloggers,"34,216",4,4,4,"8,554","8,554",0,4,"10,821",32%,0.00%
"30 April, 2022","26 May, 2022",693,youtube_bloggers,"87,626",1,1,1,"87,626","87,626",0,1,"1,181",1%,0.00%
"30 April, 2022","26 May, 2022",694,youtube_bloggers,"800,000",131,125,131,"6,107","6,400",0,121,"205,519",26%,0.00%
"30 April, 2022","27 May, 2022",695,instagram_bloggers,"30,000",11,11,11,"2,727","2,727.27",0,11,"20,321",68%,0.00%
"30 April, 2022","27 May, 2022",696,instagram_bloggers,"53,500",16,16,16,"3,344","3,343.75",0,14,"21,295",40%,0.00%
"30 April, 2022","29 May, 2022",697,youtube_bloggers,"10,600",1,1,1,"10,600","10,600",0,1,"2,036",19%,0.00%
"30 April, 2022","30 May, 2022",698,youtube_bloggers,"21,600",6,5,6,"3,600","4,320",0,4,"15,357",71%,0.00%
"30 April, 2022","31 May, 2022",699,instagram_bloggers,"20,000",9,9,9,"2,222","2,222.22",0,8,"6,854",34%,0.00%
"2 May, 2022","15 May, 2022",700,youtube_bloggers,"100,000",44,44,44,"2,273","2,272.73",0,38,"86,380",86%,0.00%
"7 May, 2022","7 May, 2022",701,youtube_bloggers,"202,800",88,88,88,"2,305","2,304.55",0,83,"200,873",99%,0.00%
"11 May, 2022","20 May, 2022",702,youtube_bloggers,"9,600",1,1,1,"9,600","9,600",0,0,0,0%,0.00%
"12 May, 2022","16 May, 2022",703,instagram_bloggers,"5,830",2,2,2,"2,915","2,915",0,2,"2,455",42%,0.00%
"12 May, 2022","25 May, 2022",704,instagram_bloggers,"10,700",3,3,3,"3,567","3,566.67",0,3,"7,254",68%,0.00%
"13 May, 2022","17 May, 2022",705,youtube_bloggers,"34,043",11,10,11,"3,095","3,404.3",0,9,"28,333",83%,0.00%
"13 May, 2022","17 May, 2022",706,youtube_bloggers,"124,200",76,76,76,"1,634","1,634.21",0,64,"130,900",105%,0.00%
"13 May, 2022","19 May, 2022",707,instagram_bloggers,"12,000",4,4,4,"3,000","3,000",0,3,"4,113",34%,0.00%
"13 May, 2022","27 May, 2022",708,instagram_bloggers,"11,000",2,2,2,"5,500","5,500",0,2,"3,124",28%,0.00%
"16 May, 2022","17 May, 2022",709,telegram_bloggers,"50,700",13,12,13,"3,900","4,225",0,11,"25,435",50%,0.00%
"16 May, 2022","30 May, 2022",710,telegram_bloggers,"23,656",22,22,22,"1,075","1,075.27",0,18,"38,186",161%,0.00%
"16 May, 2022","30 May, 2022",711,instagram_bloggers,"148,388",17,17,17,"8,729","8,728.71",0,17,"23,678",16%,0.00%
"17 May, 2022","18 May, 2022",712,youtube_bloggers,"900,000",45,45,45,"20,000","20,000",0,40,"98,287",11%,0.00%
"18 May, 2022","25 May, 2022",713,instagram_bloggers,"5,800",1,1,1,"5,800","5,800",0,1,"2,706",47%,0.00%
"18 May, 2022","25 May, 2022",714,instagram_bloggers,"8,480",2,2,2,"4,240","4,240",0,2,"3,886",46%,0.00%
"18 May, 2022","26 May, 2022",715,telegram_bloggers,"6,000",1,1,1,"6,000","6,000",0,0,0,0%,0.00%
"18 May, 2022","26 May, 2022",716,instagram_bloggers,"42,400",2,2,2,"21,200","21,200",0,2,629,1%,0.00%
"18 May, 2022","28 May, 2022",717,youtube_bloggers,"6,000",2,2,2,"3,000","3,000",0,2,"1,408",23%,0.00%
"18 May, 2022","31 May, 2022",718,telegram_bloggers,"18,000",1,0,1,"18,000",0,0,0,0,0%,0.00%
"19 May, 2022","26 May, 2022",719,youtube_bloggers,"107,000",40,40,40,"2,675","2,675",0,36,"66,734",62%,0.00%
"19 May, 2022","30 May, 2022",720,youtube_bloggers,"76,272",11,11,11,"6,934","6,933.82",0,9,"11,182",15%,0.00%
"19 May, 2022","31 May, 2022",721,youtube_bloggers,"228,384",33,33,33,"6,921","6,920.73",0,27,"36,829",16%,0.00%
"20 May, 2022","30 May, 2022",722,telegram_bloggers,"10,600",2,2,2,"5,300","5,300",0,2,"7,598",72%,0.00%
"23 May, 2022","25 May, 2022",723,instagram_bloggers,"15,000",2,2,2,"7,500","7,500",0,2,"3,217",21%,0.00%
"23 May, 2022","30 May, 2022",724,telegram_bloggers,"26,500",2,2,2,"13,250","13,250",0,1,989,4%,0.00%
"23 May, 2022","30 May, 2022",725,instagram_bloggers,"7,500",1,1,1,"7,500","7,500",0,1,"2,036",27%,0.00%
"26 May, 2022","31 May, 2022",726,instagram_bloggers,"114,000",31,30,31,"3,677","3,800",0,26,"36,718",32%,0.00%
"27 May, 2022","30 May, 2022",727,facebook_bloggers,"20,000",2,2,2,"10,000","10,000",0,2,"3,217",16%,0.00%
"29 May, 2022","31 May, 2022",728,youtube_bloggers,"25,400",1,1,1,"25,400","25,400",0,1,"1,181",5%,0.00%
"30 May, 2022","30 May, 2022",729,telegram_bloggers,"10,800",2,2,2,"5,400","5,400",0,2,"5,503",51%,0.00%
"31 May, 2022","1 June, 2022",730,youtube_bloggers,"19,000",1,1,1,"19,000","19,000",0,1,"1,943",10%,0.00%
"31 May, 2022","1 June, 2022",731,youtube_bloggers,"674,157",157,151,157,"4,294","4,464.62",0,131,"150,796",22%,0.00%
"31 May, 2022","1 June, 2022",732,youtube_bloggers,"111,600",12,12,12,"9,300","9,300",0,12,"11,678",10%,0.00%
"31 May, 2022","1 June, 2022",733,telegram_bloggers,"16,050",3,3,3,"5,350","5,350",0,2,"3,293",21%,0.00%
"31 May, 2022","1 June, 2022",734,instagram_bloggers,"20,000",2,2,2,"10,000","10,000",0,2,"3,694",18%,0.00%
"31 May, 2022","2 June, 2022",735,vk_bloggers,"10,000",26,26,26,385,384.62,0,24,"34,311",343%,0.00%
"31 May, 2022","2 June, 2022",736,telegram_bloggers,"10,600",6,6,6,"1,767","1,766.67",0,6,"14,603",138%,0.00%
"31 May, 2022","2 June, 2022",737,instagram_bloggers,"15,000",1,1,1,"15,000","15,000",0,1,419,3%,0.00%
"31 May, 2022","2 June, 2022",738,instagram_bloggers,"12,766",3,3,3,"4,255","4,255.33",0,2,"3,979",31%,0.00%
"31 May, 2022","3 June, 2022",739,youtube_bloggers,"40,000",11,11,11,"3,636","3,636.36",0,10,"20,664",52%,0.00%
"31 May, 2022","3 June, 2022",740,youtube_bloggers,"150,000",10,10,10,"15,000","15,000",0,9,"8,035",5%,0.00%
"31 May, 2022","3 June, 2022",741,instagram_bloggers,"7,000",1,1,1,"7,000","7,000",0,1,419,6%,0.00%
"31 May, 2022","5 June, 2022",742,youtube_bloggers,"202,800",93,93,93,"2,181",0,0,81,"108,431",53%,0.00%
"31 May, 2022","5 June, 2022",743,youtube_bloggers,"67,200",77,77,77,873,0,0,68,"86,076",128%,0.00%
"31 May, 2022","5 June, 2022",744,youtube_bloggers,"120,000",9,9,9,"13,333",0,0,8,"17,156",14%,0.00%
"31 May, 2022","6 June, 2022",745,telegram_bloggers,"110,000",9,9,9,"12,222",0,0,8,"11,536",10%,0.00%
"31 May, 2022","7 June, 2022",746,youtube_bloggers,"109,000",98,98,98,"1,112",0,0,82,"98,195",90%,0.00%
"31 May, 2022","7 June, 2022",747,youtube_bloggers,"9,383",1,1,1,"9,383",0,0,0,0,0%,0.00%
"31 May, 2022","8 June, 2022",748,instagram_bloggers,"5,300",1,1,1,"5,300",0,0,1,210,4%,0.00%
"31 May, 2022","8 June, 2022",749,youtube_bloggers,"15,000",3,3,3,"5,000",0,0,3,"2,019",13%,0.00%
"31 May, 2022","8 June, 2022",750,telegram_bloggers,"10,000",1,1,1,"10,000",0,0,1,210,2%,0.00%
"31 May, 2022","8 June, 2022",751,youtube_bloggers,"250,000",47,47,47,"5,319",0,0,36,"43,899",18%,0.00%
"31 May, 2022","10 June, 2022",752,youtube_bloggers,"60,000",35,35,35,"1,714",0,0,26,"38,864",65%,0.00%
"31 May, 2022","10 June, 2022",753,youtube_bloggers,"225,000",27,27,27,"8,333",0,0,24,"24,777",11%,0.00%
"31 May, 2022","11 June, 2022",754,instagram_bloggers,"24,380",2,2,2,"12,190",0,0,2,"2,932",12%,0.00%
"31 May, 2022","12 June, 2022",755,instagram_bloggers,"41,245",12,12,12,"3,437",0,0,10,"9,594",23%,0.00%
"31 May, 2022","12 June, 2022",756,youtube_bloggers,"180,000",11,11,11,"16,364",0,0,9,"10,322",6%,0.00%
"31 May, 2022","13 June, 2022",757,youtube_bloggers,"60,000",9,9,9,"6,667",0,0,7,"9,887",16%,0.00%
"31 May, 2022","14 June, 2022",758,instagram_bloggers,"15,000",3,3,3,"5,000",0,0,3,"3,787",25%,0.00%
"31 May, 2022","14 June, 2022",759,youtube_bloggers,"30,000",15,15,15,"2,000",0,0,12,"7,351",25%,0.00%
"31 May, 2022","15 June, 2022",760,telegram_bloggers,"264,000",33,33,33,"8,000",0,0,26,"23,551",9%,0.00%
"31 May, 2022","16 June, 2022",761,instagram_bloggers,"60,000",8,8,8,"7,500",0,0,7,"7,198",12%,0.00%
"31 May, 2022","16 June, 2022",762,youtube_bloggers,"95,744",42,42,42,"2,280",0,0,33,"30,949",32%,0.00%
"31 May, 2022","16 June, 2022",763,youtube_bloggers,"115,000",1,1,1,"115,000",0,0,1,"1,181",1%,0.00%
"31 May, 2022","16 June, 2022",764,youtube_bloggers,"56,000",12,12,12,"4,667",0,0,11,"10,283",18%,0.00%
"31 May, 2022","16 June, 2022",765,youtube_bloggers,"30,742",1,1,1,"30,742",0,0,1,"1,944",6%,0.00%
"31 May, 2022","17 June, 2022",766,instagram_bloggers,"7,000",1,1,1,"7,000",0,0,1,"2,706",39%,0.00%
"31 May, 2022","17 June, 2022",767,instagram_bloggers,"19,000",3,3,3,"6,333",0,0,3,"2,589",14%,0.00%
"31 May, 2022","18 June, 2022",768,youtube_bloggers,"1,600,000",79,79,79,"20,253",0,0,66,"63,828",4%,0.00%
"31 May, 2022","19 June, 2022",769,youtube_bloggers,"101,105",42,42,42,"2,407",0,0,35,"22,884",23%,0.00%
"31 May, 2022","19 June, 2022",770,instagram_bloggers,"25,000",2,2,2,"12,500",0,0,2,"3,218",13%,0.00%
"31 May, 2022","20 June, 2022",771,instagram_bloggers,"15,958",3,3,3,"5,319",0,0,3,"2,589",16%,0.00%
"31 May, 2022","23 June, 2022",772,youtube_bloggers,"18,000",3,3,3,"6,000",0,0,3,"2,020",11%,0.00%
"31 May, 2022","24 June, 2022",773,youtube_bloggers,"34,043",9,9,9,"3,783",0,0,6,"3,806",11%,0.00%
